timestamp,source_ip,dest_port,packet_size,failed_logins,status_code,label
2026-07-24 17:08:37.564468,10.195.204.49,80,734,0,200,Safe
2026-07-24 17:40:12.564468,108.192.20.172,31147,238,0,403,Port_Scan
2026-07-24 17:27:19.564468,81.146.154.137,443,1075,0,200,Safe
2026-07-24 17:21:51.564468,99.10.129.186,443,1030,0,200,Safe
2026-07-24 17:46:11.564468,144.190.1.71,80,830,0,200,Safe
2026-07-24 17:45:03.564468,41.67.22.73,80,1090,0,200,Safe
2026-07-24 17:33:56.564468,208.122.9.24,443,1237,0,200,Safe
2026-07-24 18:00:42.564468,171.118.2.154,443,477,0,200,Safe
2026-07-24 17:48:04.564468,140.102.123.218,80,1021,0,200,Safe
2026-07-24 17:28:46.564468,170.254.215.2,22,1158,19,401,Brute_Force
2026-07-24 17:32:44.564468,20.147.71.119,80,612,0,200,Safe
2026-07-24 17:18:47.564468,202.166.113.46,80,263,0,200,Safe
2026-07-24 17:07:47.564468,104.3.249.179,443,512,0,200,DDoS
2026-07-24 17:51:57.564468,215.66.170.114,443,1486,0,200,Safe
2026-07-24 17:28:20.564468,107.195.27.252,443,512,0,200,DDoS
2026-07-24 17:33:05.564468,58.206.135.196,64239,338,0,403,Port_Scan
2026-07-24 18:02:43.564468,170.225.214.156,80,174,0,200,Safe
2026-07-24 17:46:59.564468,58.10.207.205,80,593,0,200,Safe
2026-07-24 17:49:52.564468,181.253.240.208,443,1036,0,200,Safe
2026-07-24 17:51:22.564468,202.201.75.158,443,512,0,200,DDoS
2026-07-24 17:43:39.564468,175.72.147.56,443,727,0,200,Safe
2026-07-24 17:25:12.564468,141.87.55.96,80,1206,0,200,Safe
2026-07-24 17:23:14.564468,54.32.240.207,80,580,0,200,Safe
2026-07-24 17:11:42.564468,189.201.201.181,80,948,0,200,Safe
2026-07-24 17:06:33.564468,43.80.181.52,63923,195,0,403,Port_Scan
2026-07-24 17:14:21.564468,208.42.145.13,80,998,0,200,Safe
2026-07-24 17:50:18.564468,198.203.191.108,80,746,0,200,Safe
2026-07-24 17:24:53.564468,36.23.54.166,443,4976,0,500,SQL_Injection
2026-07-24 17:46:06.564468,158.54.1.253,443,738,0,200,Safe
2026-07-24 17:21:39.564468,32.157.48.94,443,1131,0,200,Safe
2026-07-24 17:53:50.564468,5.133.154.238,80,910,0,200,Safe
2026-07-24 17:08:03.564468,36.198.210.6,80,659,0,200,Safe
2026-07-24 17:55:36.564468,44.138.241.85,80,297,0,200,Safe
2026-07-24 17:08:04.564468,113.228.32.146,80,1446,0,200,Safe
2026-07-24 17:15:43.564468,223.247.145.134,443,1250,0,200,Safe
2026-07-24 17:59:45.564468,17.115.212.218,443,1104,0,200,Safe
2026-07-24 17:11:06.564468,81.193.64.80,443,602,0,200,Safe
2026-07-24 17:21:07.564468,187.36.133.9,443,127,0,200,Safe
2026-07-24 17:05:12.564468,55.189.150.230,443,410,0,200,Safe
2026-07-24 17:17:45.564468,201.126.38.89,443,738,0,200,Safe
2026-07-24 17:14:28.564468,178.22.65.84,443,512,0,200,DDoS
2026-07-24 17:30:24.564468,42.47.73.64,443,1109,0,200,Safe
2026-07-24 17:10:13.564468,159.2.82.146,443,1382,0,200,Safe
2026-07-24 17:31:06.564468,179.91.66.95,443,1250,0,200,Safe
2026-07-24 17:22:00.564468,52.122.121.11,443,743,0,200,Safe
2026-07-24 17:42:48.564468,96.147.104.12,443,1128,0,200,Safe
2026-07-24 17:19:26.564468,76.168.41.35,80,1253,0,200,Safe
2026-07-24 17:04:12.564468,3.210.180.219,80,292,0,200,Safe
2026-07-24 17:22:27.564468,183.70.33.70,80,310,0,200,Safe
2026-07-24 17:40:22.564468,112.156.244.54,443,458,0,200,Safe
2026-07-24 17:59:12.564468,219.251.106.245,443,980,0,200,Safe
2026-07-24 17:16:13.564468,28.85.49.31,24000,1361,0,403,Port_Scan
2026-07-24 17:11:33.564468,62.120.154.187,443,1130,0,200,Safe
2026-07-24 17:49:48.564468,147.61.68.136,443,935,0,200,Safe
2026-07-24 17:56:41.564468,49.112.73.196,443,747,0,200,Safe
2026-07-24 17:41:28.564468,210.5.187.216,443,512,0,200,DDoS
2026-07-24 18:00:56.564468,222.166.43.187,443,1288,0,200,Safe
2026-07-24 17:30:38.564468,208.194.2.63,443,399,0,200,Safe
2026-07-24 17:48:41.564468,112.145.181.96,443,512,0,200,DDoS
2026-07-24 17:43:11.564468,119.133.235.139,443,157,0,200,Safe
2026-07-24 17:37:28.564468,35.218.226.61,443,343,0,200,Safe
2026-07-24 17:40:11.564468,159.134.209.45,443,1165,0,200,Safe
2026-07-24 17:55:55.564468,173.101.24.194,443,1278,0,200,Safe
2026-07-24 17:54:00.564468,41.104.75.60,80,127,0,200,Safe
2026-07-24 17:10:02.564468,142.156.160.58,60043,251,0,403,Port_Scan
2026-07-24 17:52:55.564468,61.174.111.113,80,405,0,200,Safe
2026-07-24 17:37:14.564468,64.100.200.137,443,646,0,200,Safe
2026-07-24 17:12:34.564468,67.116.158.31,80,306,0,200,Safe
2026-07-24 17:21:46.564468,179.236.149.83,443,1100,0,200,Safe
2026-07-24 17:38:50.564468,8.108.35.135,443,644,0,200,Safe
2026-07-24 17:06:18.564468,82.208.150.216,443,1007,0,200,Safe
2026-07-24 17:14:45.564468,89.100.54.186,80,1141,0,200,Safe
2026-07-24 17:40:56.564468,95.203.167.53,443,341,0,200,Safe
2026-07-24 17:39:15.564468,116.101.8.64,443,512,0,200,DDoS
2026-07-24 17:55:44.564468,58.132.231.213,80,248,0,200,Safe
2026-07-24 17:08:32.564468,207.130.26.70,443,1065,0,200,Safe
2026-07-24 17:23:30.564468,157.213.228.140,443,1076,0,200,Safe
2026-07-24 17:11:24.564468,2.151.188.97,80,177,0,200,Safe
2026-07-24 17:59:54.564468,117.139.20.139,80,1054,0,200,Safe
2026-07-24 17:31:29.564468,111.167.97.24,18304,508,0,403,Port_Scan
2026-07-24 18:02:42.564468,67.88.240.8,443,594,0,200,Safe
2026-07-24 17:04:31.564468,217.229.114.193,80,538,0,200,Safe
2026-07-24 17:39:54.564468,27.155.33.26,443,364,0,200,Safe
2026-07-24 17:53:01.564468,139.211.118.223,443,3882,0,500,SQL_Injection
2026-07-24 18:03:21.564468,39.114.251.91,443,426,0,200,Safe
2026-07-24 17:47:04.564468,73.189.169.101,443,708,0,200,Safe
2026-07-24 17:39:49.564468,46.110.248.40,443,3641,0,500,SQL_Injection
2026-07-24 17:59:31.564468,33.112.160.83,16129,587,0,403,Port_Scan
2026-07-24 17:26:34.564468,213.159.156.93,22,803,28,401,Brute_Force
2026-07-24 17:15:59.564468,206.21.66.22,443,512,0,200,DDoS
2026-07-24 18:01:14.564468,216.229.92.233,80,170,0,200,Safe
2026-07-24 17:55:55.564468,156.181.182.238,80,258,0,200,Safe
2026-07-24 17:28:01.564468,80.49.56.10,443,350,0,200,Safe
2026-07-24 17:26:16.564468,66.94.223.35,80,240,0,200,Safe
2026-07-24 17:36:00.564468,39.172.159.204,443,1282,0,200,Safe
2026-07-24 17:59:15.564468,125.173.6.128,58348,1217,0,403,Port_Scan
2026-07-24 17:08:21.564468,139.147.164.52,80,806,0,200,Safe
2026-07-24 17:59:22.564468,109.224.136.116,443,860,0,200,Safe
2026-07-24 17:54:16.564468,96.77.120.251,80,538,0,200,Safe
2026-07-24 17:06:07.564468,186.48.180.221,80,801,0,200,Safe
2026-07-24 17:42:02.564468,216.59.147.20,443,1116,0,200,Safe
2026-07-24 18:00:14.564468,205.242.87.229,80,1037,0,200,Safe
2026-07-24 17:56:12.564468,133.109.9.31,443,433,0,200,Safe
2026-07-24 17:38:38.564468,139.47.5.26,54912,1282,0,403,Port_Scan
2026-07-24 17:50:47.564468,139.69.142.213,30150,892,0,403,Port_Scan
2026-07-24 18:02:01.564468,164.82.168.196,443,512,0,200,DDoS
2026-07-24 17:55:14.564468,5.185.214.174,443,1280,0,200,Safe
2026-07-24 17:35:13.564468,123.8.88.233,443,1210,0,200,Safe
2026-07-24 17:37:18.564468,194.177.140.120,443,925,0,200,Safe
2026-07-24 17:49:48.564468,21.108.184.32,80,957,0,200,Safe
2026-07-24 17:38:46.564468,117.207.105.89,80,1408,0,200,Safe
2026-07-24 17:25:30.564468,176.76.105.250,443,292,0,200,Safe
2026-07-24 17:19:37.564468,75.155.175.152,443,3911,0,500,SQL_Injection
2026-07-24 17:24:09.564468,47.194.92.111,80,491,0,200,Safe
2026-07-24 17:39:09.564468,214.188.54.188,22,1159,14,401,Brute_Force
2026-07-24 17:25:51.564468,164.11.54.87,443,752,0,200,Safe
2026-07-24 17:42:31.564468,179.135.111.66,22,234,36,401,Brute_Force
2026-07-24 17:36:22.564468,91.200.6.198,443,129,0,200,Safe
2026-07-24 17:22:40.564468,37.113.61.232,32131,927,0,403,Port_Scan
2026-07-24 17:38:38.564468,145.102.187.185,443,1434,0,200,Safe
2026-07-24 17:21:34.564468,214.204.49.73,443,512,0,200,DDoS
2026-07-24 17:48:04.564468,170.183.228.125,443,3497,0,500,SQL_Injection
2026-07-24 17:13:52.564468,222.163.175.196,80,496,0,200,Safe
2026-07-24 17:48:08.564468,207.234.61.97,443,1240,0,200,Safe
2026-07-24 17:33:21.564468,101.136.81.70,443,959,0,200,Safe
2026-07-24 17:12:46.564468,201.141.119.114,22,1485,35,401,Brute_Force
2026-07-24 17:19:19.564468,143.20.174.31,443,780,0,200,Safe
2026-07-24 18:03:01.564468,207.252.223.176,80,156,0,200,Safe
2026-07-24 17:07:18.564468,169.169.112.143,80,434,0,200,Safe
2026-07-24 17:24:03.564468,222.0.90.164,80,1120,0,200,Safe
2026-07-24 17:31:44.564468,109.211.52.74,443,512,0,200,DDoS
2026-07-24 17:07:02.564468,134.26.39.0,443,2534,0,500,SQL_Injection
2026-07-24 17:48:50.564468,214.111.40.59,80,133,0,200,Safe
2026-07-24 17:04:18.564468,139.179.236.142,80,359,0,200,Safe
2026-07-24 17:46:53.564468,109.108.40.110,443,512,0,200,DDoS
2026-07-24 17:38:29.564468,107.160.161.152,443,362,0,200,Safe
2026-07-24 17:32:49.564468,16.196.141.136,443,191,0,200,Safe
2026-07-24 17:34:00.564468,37.131.118.178,14465,680,0,403,Port_Scan
2026-07-24 17:38:37.564468,96.78.95.136,443,522,0,200,Safe
2026-07-24 17:14:38.564468,122.156.128.117,443,1261,0,200,Safe
2026-07-24 17:11:30.564468,182.111.154.236,22,121,38,401,Brute_Force
2026-07-24 17:49:24.564468,193.9.96.96,80,796,0,200,Safe
2026-07-24 17:18:18.564468,1.165.72.5,40375,830,0,403,Port_Scan
2026-07-24 17:09:52.564468,213.143.15.35,80,150,0,200,Safe
2026-07-24 17:37:31.564468,143.115.213.92,443,990,0,200,Safe
2026-07-24 17:51:32.564468,179.75.54.192,80,808,0,200,Safe
2026-07-24 18:00:26.564468,212.19.72.151,80,427,0,200,Safe
2026-07-24 17:48:18.564468,53.175.102.228,443,3239,0,500,SQL_Injection
2026-07-24 17:11:44.564468,6.131.221.10,443,1011,0,200,Safe
2026-07-24 17:51:10.564468,48.137.108.234,80,603,0,200,Safe
2026-07-24 17:37:50.564468,215.159.84.214,80,536,0,200,Safe
2026-07-24 17:19:11.564468,207.132.100.107,80,1086,0,200,Safe
2026-07-24 17:11:25.564468,83.54.158.243,80,1288,0,200,Safe
2026-07-24 17:45:53.564468,214.211.197.42,80,265,0,200,Safe
2026-07-24 17:28:55.564468,28.87.49.39,3671,619,0,403,Port_Scan
2026-07-24 17:52:16.564468,124.178.162.138,443,691,0,200,Safe
2026-07-24 17:47:48.564468,135.52.68.89,443,512,0,200,DDoS
2026-07-24 17:48:06.564468,48.58.192.242,443,1497,0,200,Safe
2026-07-24 17:26:06.564468,171.131.184.37,443,512,0,200,DDoS
2026-07-24 17:57:40.564468,94.206.250.21,80,789,0,200,Safe
2026-07-24 17:08:25.564468,206.177.127.213,22,515,7,401,Brute_Force
2026-07-24 17:37:10.564468,204.214.215.252,22,1357,24,401,Brute_Force
2026-07-24 18:03:00.564468,5.140.227.71,443,153,0,200,Safe
2026-07-24 17:36:52.564468,183.159.117.131,443,1164,0,200,Safe
2026-07-24 17:21:55.564468,43.32.67.89,443,1036,0,200,Safe
2026-07-24 17:54:40.564468,219.45.247.134,443,922,0,200,Safe
2026-07-24 17:06:16.564468,156.15.27.212,443,320,0,200,Safe
2026-07-24 17:19:23.564468,6.111.245.68,80,801,0,200,Safe
2026-07-24 17:24:46.564468,159.31.78.115,63139,1357,0,403,Port_Scan
2026-07-24 17:49:52.564468,181.249.26.219,443,743,0,200,Safe
2026-07-24 17:19:41.564468,145.242.117.167,80,1461,0,200,Safe
2026-07-24 17:53:11.564468,207.104.32.61,1607,314,0,403,Port_Scan
2026-07-24 17:19:59.564468,176.27.178.110,80,996,0,200,Safe
2026-07-24 17:38:51.564468,221.245.65.29,80,1319,0,200,Safe
2026-07-24 17:48:15.564468,62.97.97.63,41920,1050,0,403,Port_Scan
2026-07-24 17:53:01.564468,2.243.5.115,80,1225,0,200,Safe
2026-07-24 17:22:43.564468,58.50.68.217,443,1392,0,200,Safe
2026-07-24 18:00:22.564468,220.254.39.243,443,1034,0,200,Safe
2026-07-24 17:47:22.564468,108.177.186.206,80,1140,0,200,Safe
2026-07-24 17:35:13.564468,156.74.215.23,80,1346,0,200,Safe
2026-07-24 17:38:04.564468,42.47.246.90,443,1363,0,200,Safe
2026-07-24 17:46:09.564468,140.143.228.164,443,1499,0,200,Safe
2026-07-24 17:35:00.564468,82.239.65.66,80,1367,0,200,Safe
2026-07-24 17:32:21.564468,26.21.30.239,80,1308,0,200,Safe
2026-07-24 17:19:55.564468,34.50.148.6,80,1111,0,200,Safe
2026-07-24 17:26:47.564468,163.227.140.252,80,567,0,200,Safe
2026-07-24 17:51:05.564468,220.141.60.81,80,1260,0,200,Safe
2026-07-24 17:43:55.564468,142.151.238.172,80,1316,0,200,Safe
2026-07-24 17:42:19.564468,114.189.20.129,80,252,0,200,Safe
2026-07-24 17:22:07.564468,41.175.241.171,80,835,0,200,Safe
2026-07-24 17:12:09.564468,192.64.171.255,443,512,0,200,DDoS
2026-07-24 17:53:02.564468,125.49.24.135,443,517,0,200,Safe
2026-07-24 17:46:27.564468,169.140.20.82,443,951,0,200,Safe
2026-07-24 17:06:12.564468,9.39.14.194,80,498,0,200,Safe
2026-07-24 17:20:28.564468,157.58.72.33,443,132,0,200,Safe
2026-07-24 17:45:49.564468,25.236.80.112,80,1444,0,200,Safe
2026-07-24 17:28:22.564468,36.206.235.189,443,1127,0,200,Safe
2026-07-24 17:15:14.564468,143.229.109.247,443,698,0,200,Safe
2026-07-24 17:26:59.564468,203.99.179.105,80,804,0,200,Safe
2026-07-24 17:39:31.564468,166.42.218.64,443,512,0,200,DDoS
2026-07-24 17:23:28.564468,113.212.5.222,443,4506,0,500,SQL_Injection
2026-07-24 17:45:02.564468,86.45.109.62,80,655,0,200,Safe
2026-07-24 17:23:32.564468,37.233.27.49,80,297,0,200,Safe
2026-07-24 17:53:19.564468,10.114.152.51,443,1098,0,200,Safe
2026-07-24 17:33:33.564468,139.118.4.59,443,3698,0,500,SQL_Injection
2026-07-24 17:06:12.564468,5.124.45.235,443,565,0,200,Safe
2026-07-24 17:18:16.564468,19.100.214.26,36880,933,0,403,Port_Scan
2026-07-24 17:10:38.564468,12.1.141.164,443,512,0,200,DDoS
2026-07-24 17:47:00.564468,88.161.250.10,80,1224,0,200,Safe
2026-07-24 17:56:53.564468,46.10.51.38,80,1365,0,200,Safe
2026-07-24 17:43:17.564468,209.92.174.99,443,1175,0,200,Safe
2026-07-24 17:28:22.564468,190.122.55.217,443,1484,0,200,Safe
2026-07-24 17:07:37.564468,131.19.146.246,80,385,0,200,Safe
2026-07-24 17:30:13.564468,74.244.137.193,80,1093,0,200,Safe
2026-07-24 17:39:33.564468,20.16.94.233,443,675,0,200,Safe
2026-07-24 17:26:00.564468,144.45.178.4,80,1041,0,200,Safe
2026-07-24 17:36:43.564468,156.7.112.249,80,897,0,200,Safe
2026-07-24 17:09:30.564468,37.35.31.71,443,257,0,200,Safe
2026-07-24 17:07:52.564468,206.219.183.166,80,1495,0,200,Safe
2026-07-24 17:57:02.564468,204.49.255.53,80,1321,0,200,Safe
2026-07-24 17:47:14.564468,217.39.69.227,443,512,0,200,DDoS
2026-07-24 17:38:33.564468,126.108.96.223,80,220,0,200,Safe
2026-07-24 17:18:15.564468,160.112.201.222,443,172,0,200,Safe
2026-07-24 17:43:21.564468,125.64.138.154,443,4347,0,500,SQL_Injection
2026-07-24 17:39:31.564468,21.3.170.216,443,1396,0,200,Safe
2026-07-24 17:41:04.564468,97.238.219.12,22,603,19,401,Brute_Force
2026-07-24 17:38:15.564468,147.102.241.65,11830,770,0,403,Port_Scan
2026-07-24 17:56:47.564468,76.84.60.95,80,755,0,200,Safe
2026-07-24 17:06:24.564468,138.222.53.185,80,955,0,200,Safe
2026-07-24 17:38:44.564468,49.34.14.68,80,489,0,200,Safe
2026-07-24 17:20:01.564468,216.52.242.161,443,1212,0,200,Safe
2026-07-24 18:02:34.564468,118.243.138.197,22,313,21,401,Brute_Force
2026-07-24 17:07:29.564468,208.93.92.142,443,827,0,200,Safe
2026-07-24 17:50:03.564468,134.118.178.117,443,604,0,200,Safe
2026-07-24 17:32:28.564468,98.122.128.18,80,1025,0,200,Safe
2026-07-24 17:44:37.564468,73.228.61.99,443,512,0,200,DDoS
2026-07-24 17:18:00.564468,102.245.150.163,443,1112,0,200,Safe
2026-07-24 17:18:00.564468,184.232.190.149,443,540,0,200,Safe
2026-07-24 17:32:52.564468,120.58.41.20,80,1436,0,200,Safe
2026-07-24 17:45:04.564468,105.73.115.202,80,1186,0,200,Safe
2026-07-24 17:41:09.564468,87.78.85.176,443,486,0,200,Safe
2026-07-24 17:16:22.564468,98.116.212.49,80,269,0,200,Safe
2026-07-24 17:18:25.564468,85.184.184.123,80,554,0,200,Safe
2026-07-24 17:28:24.564468,150.59.116.246,80,1078,0,200,Safe
2026-07-24 17:32:40.564468,166.167.8.51,80,144,0,200,Safe
2026-07-24 17:34:29.564468,32.121.216.14,80,295,0,200,Safe
2026-07-24 17:30:20.564468,49.220.194.54,443,393,0,200,Safe
2026-07-24 17:08:08.564468,111.144.111.225,22,666,29,401,Brute_Force
2026-07-24 17:18:30.564468,117.223.162.222,80,383,0,200,Safe
2026-07-24 18:00:28.564468,154.6.20.151,22,1230,11,401,Brute_Force
2026-07-24 17:13:55.564468,108.75.147.191,80,189,0,200,Safe
2026-07-24 17:28:55.564468,51.44.208.43,80,783,0,200,Safe
2026-07-24 17:57:35.564468,92.202.60.212,53511,899,0,403,Port_Scan
2026-07-24 17:04:26.564468,205.222.70.61,443,342,0,200,Safe
2026-07-24 17:39:19.564468,78.41.136.29,443,512,0,200,DDoS
2026-07-24 17:07:49.564468,125.143.59.137,443,1499,0,200,Safe
2026-07-24 17:07:59.564468,48.133.72.49,80,330,0,200,Safe
2026-07-24 17:52:21.564468,197.44.73.228,80,704,0,200,Safe
2026-07-24 17:24:34.564468,22.133.10.252,80,723,0,200,Safe
2026-07-24 17:06:27.564468,155.179.253.180,443,344,0,200,Safe
2026-07-24 17:13:48.564468,71.214.130.103,80,1078,0,200,Safe
2026-07-24 17:54:58.564468,53.39.126.53,443,870,0,200,Safe
2026-07-24 17:47:54.564468,180.146.150.31,443,128,0,200,Safe
2026-07-24 17:22:06.564468,46.36.244.233,80,777,0,200,Safe
2026-07-24 17:10:29.564468,193.123.112.145,80,448,0,200,Safe
2026-07-24 17:55:20.564468,200.167.202.204,443,111,0,200,Safe
2026-07-24 17:16:10.564468,138.103.244.228,80,817,0,200,Safe
2026-07-24 17:05:25.564468,103.66.81.81,80,552,0,200,Safe
2026-07-24 17:37:08.564468,195.164.48.244,443,3052,0,500,SQL_Injection
2026-07-24 17:12:50.564468,39.148.125.222,443,927,0,200,Safe
2026-07-24 17:41:17.564468,51.252.59.106,22,1151,38,401,Brute_Force
2026-07-24 17:20:28.564468,147.206.164.60,41279,558,0,403,Port_Scan
2026-07-24 17:25:42.564468,76.234.200.221,443,2505,0,500,SQL_Injection
2026-07-24 17:33:05.564468,44.29.204.178,443,119,0,200,Safe
2026-07-24 17:21:19.564468,168.168.181.179,443,512,0,200,DDoS
2026-07-24 17:16:56.564468,111.137.151.21,46896,936,0,403,Port_Scan
2026-07-24 17:34:32.564468,93.246.53.105,443,1065,0,200,Safe
2026-07-24 17:04:45.564468,121.128.215.156,80,807,0,200,Safe
2026-07-24 17:28:45.564468,189.74.173.21,443,3740,0,500,SQL_Injection
2026-07-24 17:52:44.564468,214.255.160.173,443,1465,0,200,Safe
2026-07-24 18:00:48.564468,28.95.59.82,22,1429,34,401,Brute_Force
2026-07-24 17:11:27.564468,59.24.175.207,443,815,0,200,Safe
2026-07-24 17:19:55.564468,180.17.66.202,443,699,0,200,Safe
2026-07-24 17:30:05.564468,87.235.223.164,443,1108,0,200,Safe
2026-07-24 17:35:24.564468,208.91.207.79,80,670,0,200,Safe
2026-07-24 17:47:07.564468,181.160.31.143,443,512,0,200,DDoS
2026-07-24 17:59:12.564468,67.227.163.14,80,805,0,200,Safe
2026-07-24 17:41:53.564468,121.60.155.54,80,585,0,200,Safe
2026-07-24 17:22:50.564468,23.117.181.242,80,1315,0,200,Safe
2026-07-24 17:12:27.564468,192.31.119.156,443,292,0,200,Safe
2026-07-24 17:45:54.564468,180.47.228.89,80,275,0,200,Safe
2026-07-24 17:26:30.564468,191.151.77.70,22,352,29,401,Brute_Force
2026-07-24 17:08:33.564468,78.177.48.175,443,3026,0,500,SQL_Injection
2026-07-24 17:54:20.564468,84.254.248.109,443,797,0,200,Safe
2026-07-24 17:53:15.564468,25.170.69.152,443,658,0,200,Safe
2026-07-24 17:25:28.564468,15.1.23.40,80,699,0,200,Safe
2026-07-24 17:32:42.564468,163.252.132.248,80,1331,0,200,Safe
2026-07-24 17:45:58.564468,112.146.235.253,443,3779,0,500,SQL_Injection
2026-07-24 17:09:11.564468,77.231.151.207,80,469,0,200,Safe
2026-07-24 17:07:04.564468,181.226.223.81,443,931,0,200,Safe
2026-07-24 17:32:26.564468,171.21.250.231,80,935,0,200,Safe
2026-07-24 17:49:16.564468,63.146.133.242,80,783,0,200,Safe
2026-07-24 17:33:25.564468,184.50.136.173,80,564,0,200,Safe
2026-07-24 17:29:30.564468,179.135.121.68,80,1329,0,200,Safe
2026-07-24 17:14:10.564468,223.104.43.136,443,4893,0,500,SQL_Injection
2026-07-24 18:00:42.564468,222.166.235.17,443,1016,0,200,Safe
2026-07-24 18:02:22.564468,88.183.53.56,443,906,0,200,Safe
2026-07-24 17:08:26.564468,117.57.74.167,443,107,0,200,Safe
2026-07-24 17:32:36.564468,135.152.15.194,80,1017,0,200,Safe
2026-07-24 17:22:17.564468,179.254.185.22,80,992,0,200,Safe
2026-07-24 17:50:31.564468,54.150.101.75,80,299,0,200,Safe
2026-07-24 17:22:50.564468,20.142.228.64,80,1273,0,200,Safe
2026-07-24 17:08:17.564468,8.221.248.237,80,212,0,200,Safe
2026-07-24 17:31:40.564468,13.114.118.159,443,280,0,200,Safe
2026-07-24 17:33:26.564468,79.178.138.45,443,172,0,200,Safe
2026-07-24 17:11:19.564468,70.223.101.120,56363,757,0,403,Port_Scan
2026-07-24 17:10:14.564468,29.238.32.160,80,892,0,200,Safe
2026-07-24 17:24:06.564468,68.55.113.176,443,3953,0,500,SQL_Injection
2026-07-24 17:49:37.564468,129.4.138.142,443,512,0,200,DDoS
2026-07-24 17:33:29.564468,31.254.70.142,443,669,0,200,Safe
2026-07-24 17:54:38.564468,105.95.246.254,80,1433,0,200,Safe
2026-07-24 17:39:33.564468,65.213.17.196,443,311,0,200,Safe
2026-07-24 18:03:48.564468,81.128.56.37,443,376,0,200,Safe
2026-07-24 17:34:15.564468,161.117.231.121,443,1270,0,200,Safe
2026-07-24 17:09:41.564468,140.93.220.208,443,496,0,200,Safe
2026-07-24 17:42:47.564468,213.136.112.91,443,501,0,200,Safe
2026-07-24 17:54:15.564468,88.43.250.108,443,939,0,200,Safe
2026-07-24 17:07:56.564468,169.169.180.26,443,347,0,200,Safe
2026-07-24 17:49:45.564468,210.42.173.192,80,407,0,200,Safe
2026-07-24 17:52:32.564468,94.174.243.195,443,768,0,200,Safe
2026-07-24 17:10:38.564468,202.96.146.205,80,1086,0,200,Safe
2026-07-24 17:41:03.564468,112.101.115.252,80,1327,0,200,Safe
2026-07-24 17:19:45.564468,126.164.136.44,443,512,0,200,DDoS
2026-07-24 17:54:50.564468,30.45.130.181,443,1287,0,200,Safe
2026-07-24 17:24:56.564468,25.139.194.56,443,3604,0,500,SQL_Injection
2026-07-24 17:18:55.564468,17.138.80.1,443,850,0,200,Safe
2026-07-24 17:57:06.564468,151.124.70.153,443,1011,0,200,Safe
2026-07-24 17:36:49.564468,174.23.213.22,22,855,7,401,Brute_Force
2026-07-24 17:20:10.564468,184.254.99.66,443,512,0,200,DDoS
2026-07-24 17:21:26.564468,186.180.194.66,80,1038,0,200,Safe
2026-07-24 17:11:54.564468,77.235.141.60,443,999,0,200,Safe
2026-07-24 17:55:12.564468,194.200.206.121,53969,790,0,403,Port_Scan
2026-07-24 17:54:10.564468,144.84.60.58,80,835,0,200,Safe
2026-07-24 17:40:04.564468,150.187.66.54,443,469,0,200,Safe
2026-07-24 17:46:16.564468,30.161.27.168,443,408,0,200,Safe
2026-07-24 17:31:44.564468,79.11.255.94,3961,326,0,403,Port_Scan
2026-07-24 17:40:19.564468,10.214.183.112,6166,758,0,403,Port_Scan
2026-07-24 17:29:07.564468,218.153.186.178,443,764,0,200,Safe
2026-07-24 17:41:03.564468,148.58.209.123,80,1076,0,200,Safe
